Word,Count
माओबादी३00,1
एमाले१,1
बाकीअन्य,1
मर्नसम्म,1
थुः,3
गौरमै,1
जनयुद्धताका,1
सुराकीको,1
नछिरेका,1
हिँड्दा,2
विगतले,1
झस्काउँदो,1
82सदस्यले,1
नजिताएर,1
घट्या,1
निकालेपछि,1
पेट्रोलकाे,1
२१ओैं,1
नसम्झिए,1
देसखाने,1
नखानेलाई,3
देउगर्ने,1
बेखर्चीसंग,1
मनोजले,1
बौलाएछन,1
बर्बराएछन,1
भिराईदिने,1
बर्दिवासको,1
लेड,1
विद,1
Erबालेन,1
स्थापित=२२३७,1
=२०१८,1
पत्रकारनि,1
आठराईमा,1
पाहिम,1
जिते–जिते,1
विद्वता,1
बनसङ्लो,1
आवश्कता,1
बोलाकै,1
तेहां,1
बुढेसकालले,1
छोको,1
कोग्निटिभ,1
स्किल,1
भताभुंग,1
परराष्ट्रमन्त्रीलाई,1
युवासंघका,1
लेखेटे,1
चौदण्डीमा,1
अल्मलाएर,1
घोच्ने,1
भ्याईन्छ,1
त्यहीनी,1
मरेनी,1
जान्नथे,1
हजारेकाे,1
छदेस,1
नटवरलालकाे,1
२६+,1
खसालेछ्न,1
गणेशथानमा,1
भूमीको,1
पदाधीकारीसँग,1
हैजय,1
प्रत्यक्षमै,1
जितिहाल्छिन,1
छदैछ्,1
continued,1
टुस्स,1
बिएएलएलबी,1
आठाैं,1
सेमेस्टरका,1
मित्रहरूसँग,1
सिकाउँ,1
प्रायोजित‌,1
‌मेयर,1
बच्दै,1
जौँ,1
लालीगुँरास,1
पर्यवेक्षकहरुको,2
सकेत,1
संबंधन्धित,1
उजेली…,1
हैना,1
छदेउबा,1
जिब्राेमा,1
लगाउनुहाेस,1
भगावत,1
उत्तेजनाको,1
होइनएक,1
निष्ठ,1
सिद्धांतको,1
तपॉइहरु,1
बिस्वासले,1
स्थापित–159,1
थर्काउदा,1
डराएन,1
रेर्णुलाई,1
भिमफेदी,1
सङकट,1
छुसात,1
बिहोर्नु,1
राखेकाले,1
विवेकशिललाई,1
अग्रगमकारी,1
वैज्ञानीक,1
हिन्दूहरुले,1
भागते,1
कुबेतको,1
एयरलाइन्सले,2
एयरस्पेस,2
लखनउ,1
केप्रधानमन्त्री,1
उनिकै,1
दण्डवत,1
सिद्धलेक,1
अध्यक्षहरुद्वारा,1
समझेर,1
१५१०,2
११२२,3
नकोटाउनु,1
thanks,1
god,1
बासिन्दाहरुलाइ,1
दहाललाइ,2
१मतपत्र,1
२आकाशतिर,1
वैंशले,1
नआउनुको,1
वचेको,1
दम्पत्तिले,1
भोआशा,1
जित्नैकै,1
पार्टीहरूसंग,1
निर्लज्जताका,1
छवरू,1
गरेरनेपाल,1
खा़ंँऊ,1
नलागेकी,1
विप्लव–प्रकाण्डलाई,1
ढाँक्रेबासलाई,1
“मिनी,1
सौराहा”,1
क्यर्छेस,1
नगरेस,1
भुवनेश्वरी,1
नभएसम्मको,1
स्वतन्त्रवाला,1
धस्काइदिँदा,1
बेफाइदाहरु,1
आइसक्नुहुन्छ,1
दुईटै,3
मेरालागी,1
हैननयहा,1
अनुभमा,1
भन्छुयध्धपी,1
गन्दा–,1
१२८४,2
११८४,1
जनप्रतिनिधिलाइ,1
चुनाबनेपाल,1
क्षेत्रीस्वतन्त्र,1
जोनमै,1
नसहयोग,1
कैसे,1
सूनेको,1
पेयरलाई,1
सक्काएकी,1
हुनुनै,2
स्ट्रेन्थ,1
नभईरहन,1
चलाउनी,1
बिश्वब्यापि,1
आन्दाेलन,1
छयस्काे,1
बिपक्षिले,1
भएतरपनि,1
तेस्ताे,1
ट्याकल,1
सक्नुपर्थ्याे,1
साझासवालमा,1
झम्टेर,1
कट्टि,2
केहिबेरमा,1
छोड्नछोडाउन,1
राजि,1
यापन,1
चहर्याउँदैछ,1
पुकारदैछन,1
राजतन्त्रात्मक,1
छत्रपती,1
जलबर्षा,1
१५४१,1
भतुवालाई,1
बेगुति,1
वनलाइ,1
कन्चनपुरको,1
बेदकोटनगरपालिकाको,1
सरहाेसियार,1
रहनुहाेला,1
प्रचण्डहरुले,1
हिस्रक,1
पहिलेपनि,1
काटेकाे,1
थियाेतर,1
लुर,1
जाेडर,1
उत्रीएर,1
पोलै,1
टिएलका,1
देसलुट्,1
धन्दुकारीको,1
होलाहजारौ,1
होयिनकै,1
रासलिला,1
फ्याउरी,1
देशभक्तधर्मभक्त,1
व्यवसायि,1
बल्लभ,1
वासीहरुलाई,2
दिनहुन,1
‘उजुरी,1
बढाउँछौँ’,1
देशसञ्चार,1
नलाउनुहोला,1
सत्तादोहन,1
बिकुवा,1
एक्लोले,1
छ४७,2
हालेपो,1
उदयमा,1
गएकाहरुपनि,1
गन्दले,1
श्रीमतीलाइ,1
लाेकसेवा,1
खाएकाे,1
राेमन,1
मिलाएरै,1
ब्यहोर्,1
पालुङ्गटारमा,1
उँडायो,2
जुवाडे,1
मह,1
नामोनिशान,1
बनेकालाई,3
‘वडाध्यक्ष,1
भएछु,2
१०–५,1
चलाउँछु’,1
नाघेका,1
काकाहरुको,1
कानेखुसी,2
एक्स्प्लेन्ड,1
भन्दिनुभो,1
पार्टीचाहिँ,1
पहिलेजस्तै,1
सग्लै,1
राजापाक्षेद्धारा,1
एमाले–२८५,1
कांग्रेस–२८३,1
एमाले–३५०,1
प्रेमकुमारी,1
कांग्रेस–२३०,1
१–एमालेका,1
हिरावहादुर,1
दुलाल,2
पविमाया,1
बनाउनेछु,1
पुरुषोतम,1
गरिगरी,1
Guru,1
चोख्याए,1
बांझिएको,1
ब्युंताएर,1
बिर्सेछन्,1
नठान्नुस,1
अप्रोच,1
नदिनुनै,1
कस्म,2
जत्तेपतुरनिचअसभ्यको,2
रैछहिजो,2
लेवलमा,2
लोपउन्खु,2
निर्मलाकुमारी,2
३२८३,1
देवसागर,1
कांग्रेस–माओवादीबीच,1
टिमलाईआजको,1
विकेटले,2
अण्डियाको,1
चल्लो,1
अण्डियन,1
लिडखाली,2
छुट्ट,1
रेनुविरुद्ध,1
कांग्रेसबाट_निष्काशित,1
बाँड्नुभयो,1
कङ्ररेस,1
बेस्याविर्ति,1
ल्यायकाे,1
खाेजेके,1
कहाे,1
लगयत,1
कङ्रेसि,1
१०९६५,1
५८७२,1
५१५५,1
प्रक्रिय,1
सन्तोषप्रकाश,1
अनिइच्छा,1
युवायुवतीले,1
बाध्यतावश,1
सर्बिया,1
नगलेपछि,1
दिईहाल्छन,1
जितें,1
सडकलाइ,1
हिजडा,1
तोडफोडका,1
एकातिरविकल्प,1
गरेकाअन्य,1
तिरजनताको,1
बाहेककाले,1
भिडन्तकालागि,1
पाैरखले,1
जहासुकै,1
जग्गाको,3
पेसालाई,1
कानूनले,2
महासयलाई,1
१रापर्पा,1
३माओवादी,1
४ए,1
कलेजी,1
५जसपा,1
६लोसपा,1
बैजनी,1
रितले,1
भोलीपल्ट,1
सन्जालदेखी,1
सँरक्ष्ण,1
गएकोले,1
हजुरआमालाई,1
दुइटैलाई,1
नम्बरवालालाई,1
चिन्दो,1
पूनर्मतदान,1
खोसाखोस,2
८६४२,1
८८१६,1
बेहोर्यो,1
पारेन,2
खाँबो,1
सोहोर्न,1
“सृजना,1
खतडै,1
ग्रहमा,1
बचाऊ,4
हसुर्ने,1
लेख्दैनन्,2
अन्जन,1
सुझाउदै,1
School,1
holiday,1
Thoughts,1
nonextquestion,1
मनोनयन‚,1
फरर•••••••••,1
थरर••••••,1
छापैछाप••••,1
पत्तासाफ••••••••,1
•_•,10
विषै,1
हरिवनको,1
केटाकेटीमा,1
तर्कलाई,1
टुल,1
डेटेड,1
गर्दैनः,1
स्पीकर,1
प्रतिष्पर्धिले,1
काउकुति,1
नलगाई,1
फैसलाको,1
छोड्नुस्,1
झुक्कियो,1
रि,1
पुननिर्वाचन,1
यस्तोलाई,1
अर्दली,1
शासनप्रणाली,1
पचाउदै,1
उम्नेदवारी,1
कर्यवाही,1
छरपट,1
अनेकले,1
भक्तपु्र,2
कमाएकामध्ये,1
तागतै,1
स्थापितएक,1
भुपुमेयर,1
बन्नचाहनु,1
Sexist,1
बोलीहरुले,1
गुल्टेर,1
मट्यांग,1
ट्यांग,1
अहङ्कारी,1
लम्पसारबादी,1
गाढा,1
बनाउनका,3
फेरिंदा,2
संकल्पको,1
भित्ताको,1
जनजीवनमा,1
हार्दिकबधाई,2
भक्तपुरनगरपालि,1
ngo,2
मान्छेहरुका,1
नभ्याइने’,1
लजाएर,1
नपस्नु,1
रिने,1
प्रवे,1
हटेन,1
पिर्यता,1
चढि,1
बचा,1
जुध्न,1
महामन्त्रीको,2
staunt,1
मिहिन,3
फुकाउनु,1
नहेर्,1
अबतपाईं,1
हलकै,1
चपाएपनि,1
सत्तप्रतिशत,1
विषलेशण,1
हारले,1
भनुम्,1
बियोर,1
रुवाउने,1
Satya,1
Tathya,1
शनिवारदेखि,1
हाळौं,1
अग्रलेखसम्पादकीयमार्फत,1
गर्नु्गराउनु,1
चिनाएकै,1
सूचनालाई,1
प्रचण्ड्ले,1
काँङरेस्को,1
माग्नेशेर,1
बहादुरले,1
कटप्पाहरुको,1
यिनर्ले,1
भत्काउ,1
भाँडावाल,1
प्रगतिशीलले,1
कन्भरसेसन,1
बुँदेले,1
गर्दानी,1
दिनस,1
घम्की,1
थियोसयम,1
आयो++,1
ल्याइरहेका,1
Dharmendra,1
ग्याङ्गले,1
लेख्लान,1
बच्चन,1
त…,1
आक्रमणले,2
‘बहिष्कार’,1
धर्मेन्द्रलाई,1
फाल्तु,1
दिखि,1
स्नातकाेत्तर,1
केशवेलाई,1
५१६५,1
५१४८,1
थुन्छ,1
खुइलिँदै,1
योग्यलाई,1
नगराऔ,1
massbased,1
यहॅाका,1
संझिंदै,1
बालेनलाईभोट,1
नेवारलेनै,1
नेवारीपरम्परा,1
रितिथितीको,1
समुदायसंग,1
होलानही,1
दानसिंह,2
हान्न्छु,1
भट्टीका,1
अनुसन्धानका,1
कांग्रेसगठबन्धनका,2
सिनामंगलस्थित,1
३४३१,1
२२३४,1
मत६६११,1
NepalStuffs,1
दुर्गानन्द,1
भगतको,1
भुकम्पले,2
लडाएको,1
४९०५,1
२६१४,1
२३१५,1
मध्यरातसम्मको,1
मजवुद,1
केसीकाे,1
आयुक्तहरुले,1
एक्लैहो,1
बिग्रीनु,1
एभिन्युज,1
च्यानलमा,1
सुनाक,1
विपीहरुले,1
त्यागतपस्या,1
हुर्काकाे,1
सारि,1
निखार,1
उसोभा,2
जमानाले,1
बिग्रिए,1
‘होक्स’,1
निर्वाधरूपमा,1
५५मत,1
Baglung,1
उपेमयरमा,1
डल्लाईदिएछन,1
कानफ्युज,1
ईन्द्रेणी,2
चितवनमै,2
छैनउही,1
हिड्नेप्रचार,1
डाक्टरकै,1
तुल्याउने,2
महिलापिच्छे,1
होइनसाथीहरू,1
देख्दाभ्रम,1
हैकमवादी,1
कम्प्लेन,2
मिन्जेन,1
निभाउलान्,1
घण्टासम्म,1
मागेथे,1
हवामामा,1
ब्रह्माण्ड,1
ब्रम्मा,1
बिस्नु,1
कोटिकोटि,1
इमन्दार,1
महर्सिले,1
तपस्या,3
तपभुमी,1
सङैहुदा,1
गराईदीनु,1
थाउमा,1
काया,3
पलक,1
दिसै,1
भोक्नु,2
हारो,2
मोयाले,1
हारिछे,1
चाहिनेभन्दा,1
मानिदिएको,1
रुझानबाट,1
हुन्नखुशी,1
हुनुसताउने,1
प्रतिबद्धतामा,1
किन्नेहरूलाई,1
कवर,1
चुला,1
पुर्याउछौ,1
तँछामछाड,1
व्यवसायमा,1
भातृसंगठनको,1
अस्पृश्य,1
बनाइन्छु,1
नमिलेकै,1
पछारिइरहन्छु,1
बोटल,2
रुप्पें,1
पूनष्च,1
सितनको,1
ल्वात्तै,1
घटाईनुपर्नेछ,1
चउरहरु,2
जमेर,1
सोसिने,1
संरचनाहरु,1
सडकहरु,1
लजाउने,1
गरीपत्रकारकको,1
उखरपात,1
प्रचण्डेले,1
खतरा–,1
पठाइदिनुहुन्छ,1
कार्यकर्हरुले,1
भेटेपनि,1
जप्न,1
छैननकिनकि,1
जुका,1
लार्भाको,1
समुल,1
बिनाधरौटी,1
अध्यादेशमा,1
श्रीखण्ड…,1
रणनीतिका,1
धाधलीपूर्ण,1
कुराभोट,1
माग्नुसम्म,1
फलानोमा,1
नजिताय,1
भयवितधम्कि,1
हाम्राले,2
दिन्नौपठाउन्नौ,1
कुर्लन,1
यियस्ताहरुलाई,1
‘महिला,1
होच्याउनुको,1
छैन’शेरबहादुर,1
इतिररले,1
‘सिम्फोनी’,1
गर्नसक्छु,1
मौवादी,1
डेन्जर,2
ड्राइभर,1
चहिया,1
जयराप्रपाजयहलो,1
इयुका,1
अर्हाउँछन्,1
आइएनजिओका,1
टिमकै,1
होइनन्बरू,1
आफ्ने,1
आरजुवादको,1
प्रेसरले,1
दाज्नु,1
कांग्रेसहरुको,1
फस्टाउँदो,1
प्रममन्त्रीसत्तारुढ,1
समुर्ण,1
बनाउँनलाई,1
मदनदासराप्रपा,1
२०६२०६३,1
नम्वरी,1
फस्ल्याङ,1
फुस्लुङ,1
ध्रुवसत्यनै,1
बाकीं,2
आश्चर्यनै,1
सङ्घर्षः,2
उम्मेदवारीसूचीसहित,1
300400,1
गर्छनहैन,1
हुनपार्टी,1
हुनपर्यो,1
निअरुको,1
लड्नेहरु,1
भोटरवालामा,1
भन्नेमानै,1
परिबेश,1
लिईराख्नु,1
जति२ढिलो,1
उति२साख,1
घटदै,1
जान्छटाट,1
पल्टदै,1
थिगार्न,1
सवालको,1
चाहदैनन,1
बुढाहरुकोअवसानअघि,1
हुनेआशा,1
गठबन्धनहरुले,1
धकेलेका,1
८२२१०,1
PokharaElection,1
घ्वाइ,2
सर्ब,1
पुज्यमन्त्रणा,1
वाचनमा,1
प्रबृतीगत,1
देख्खि,1
Tha,1
ya,1
Thi,1
असरदार,1
हर्बो,2
एयरपोर्टको,1
मुवाब्जाको,1
इस्युलाइ,1
कमाउनेको,1
पुरानैलाई,1
मैदानमा_उत्र,1
नजानेनि,1
तीनदलीय,1
दिनेहरूमाथि,1
काजी_महतो,1
कृषी,2
गोडमेल,1
मलखादको,1
बेमौसममा,1
लटरम्म,1
‘किसानलाई,1
पाउँछ’,1
दिनेहरूकाे,1
बढेकाले,1
रिजर्भमा,1
लम्बिन,1
झडपहरु,1
लखेटौं,1
खर्चः,1
आक्रोशबीच,1
राजपक्षले,1
मतदातादेखि,1
समाजशास्त्री,1
ठूलठुला,1
दिऔँ,2
झिक,2
बन्चरोले,1
लखेतेर,1
कालीपारमा,1
गैती,1
बेल्चाको,1
साएद,1
बैकांक,1
१५९७,1
घिनौनी,1
पत्तों,1
बाक्यले,1
प्रकाशहरुबाट,1
लडाइँ’,1
स्थलहरुमा,1
अनुव,1
अाँउने,1
भू–भाग,1
त्यहीँको,1
स्वराज,1
गर्नुपर,1
पर्वतका,2
नं२२२४२५,1
राजमोबाट,1
यामकुमारको,1
पदच्युत,1
नेपालीपारा,1
परेपछिको,1
सप्तरंगी,2
छाए,1
फुल्न,1
ठगीका,1
आरमले,1
बार्ता,1
ओलिगमन,1
भुलि,1
चौरजहारीको,1
काठान्डुका,1
राप्रपा४६,1
चाहिनेकसैलाई,1
माओवादीजसलाई,1
चाहियोस,1
पीचश्मेवाली,1
novote,1
विधानअनुसार,1
साधारणसदस्य,1
पाण्डेका,2
कारबाहीबारे,1
सन्धिगर्ने’निर्णयगरे,1
दुतबनाएर,1
आदेशभो,1
गाडीमाNepali,1
तपाईंहामीले,1
आयूक्त,1
ईला,1
गंगने,1
थापामन,1
पनिनपरे,1
माधवझलनाथबाबुरामउपेन्द्रमहन्तमहतो,1
चुसिरहेका,1
छसक्छौ,1
पर्छ…’,1
थाल्नुहुन्छ,1
ह्वॉं,1
स्वार्थनिष्ट,1
बुझिरहेका,1
कर्तुतबाट,1
जाकिनबाट,1
मसिनाबगरका,1
नं–१०,1
किनियका,1
भष्ट्रचारको,1
निस्डी,1
एमाले–६६५२,1
कांग्रेस–३४६६,1
नेशनल–३४,1
जसपा–१०,1
तीरनकुमारी,1
एमाले–६६३८,1
माओवादी–८३०,1
नेशनल–३६,1
आवश्यक_उपसभापति,1
“एस”,1
मायों,1
पढ़काई,1
निंद्रा,1
भाग्यों,1
अल्चिलाग्दो,1
स्टार,1
रेटिङ,1
रामबावु,1
Balenलाई,1
परेकाको,1
“स”,1
जनसंख्याभन्दा,1
ऐरीगाउँ,1
लटिनाथ,1
बिद्यालयको,1
झिकिन्,1
छँड्यौली,1
दानापानी,2
बताओस्,1
छैनत्यो,1
धमाल,1
हस्न,1
थिएनौं,1
SriLankaProtests,1
समझदारीमै,1
गठबन्धनकाले,1
कुनैले,2
स्वाँठहरुलाई,1
बौलाएका,2
खनेनन्,1
धाेकेवाज,1
पठाय,1
नखुलेसम्म,1
नाटकहरू,1
भईरहन्छन,1
राजनितीलाइ,2
रूपको,1
एह,1
माग्दैनन,1
महिनादेखिको,1
खसि,1
भन्डारि,1
फलेकै,1
जान्यबर,1
पृथ्वि,1
–आशा,1
धाँधलीमा,2
डाधाँधली,1
२०५३५४,1
गोठमारेमा,1
सिकाउनुहुने,1
पठाउदैंनौं,1
घोक्रेठ्याक,2
लागेकोमा,1
दिएझै,2
‌‌‌‌‌प्रयत्न,1
तल्लोस्तरको,1
बेच्लान,1
उफ्रदैमा,1
धर्य,1
पाउलाइ,1
देख्लाउ,1
साँझा,1
छपार्टीलाई,1
चुनौतिको,1
गर्नुपर्नेप्रचण्ड,1
पर्नेयूवा,1
हिजोकै,2
त्रिचन्द्रको,1
रहनुकस्तो,1
खन्नु,2
बर्वादी,1
होइनपोखराको,1
voteforkrishnathapa,1
krishnathapaforpokhara,1
krishnathapaasmayor,1
ढोग्नेले,1
ढोगाउछन,1
पार्थे,1
डिआइजी,1
ब्याच,1
पाओ,1
पावरमा,1
मेनेजर,1
१८६,1
पार्याे,1
जाेगराज,1
४५५७,1
गाेलाकार,3
३५२९,1
२७४२,1
उचाल्छन,1
प्रचण्डहरू,1
होधरातल,1
नभुलौं,1
नखल्बल्योस्,1
नघटुन,1
ओडाउने,1
चम्चालले,1
आशादेवी,1
मुर्दाबाद्,1
बादलरहित,1
ठट्टाहरू,1
छोडिनेछ,1
पिट्छन,1
इमानदारीलाई,1
बेच्दिए,1
मीडियाको,1
झल्केको,1
पालुवा,5
टोकेको,1
सललाहकर,1
ठास्नेलाइ,1
हाल्नुलभो,1
भएहैट्,1
छोप्दै,1
ढकनियाकी,1
यशोदादेवी,1
४२८८,1
उन्मुक्ती,3
कुनैदिने,1
सिधाबाटोमा,1
यात्रागर्छनरे,1
गर्छनरे,1
राम्राचिज,1
महङ्गै,1
फ्रीको,1
दोधारको,1
मगाई,1
dipendra,1
फेरस,1
सुत्केरीलाइ,1
30005000,1
देखिन्छनछोरी,1
जिउन,3
छौकुनै,1
गर्नेबेला,2
गुरुप,1
ध्रुतहरुको,1
ध्रुतहरु,1
निरन्तरताका,1
पूर्णआंशिक,1
भ्रष्टहरुले,1
जेलेको,1
नलाग्दो,1
मोबिलको,2
गीत्गाउने,1
सेलेबिर्टी,1
तिनकै,1
लाइच,1
रिसुठ्दैन,1
भोटलौरो,1
वचाउन,2
जाउँला,2
सिध्धिने,1
सिध्धि,1
टिमबीच,1
भिराइदिएको,1
वाहवाहि,1
Bikash,1
मातृभाषालाई,1
मरुभूमि,1
थापाउपमेयर,1
मन्जुदेवि,1
कपूतन्त्र,1
४५३०,1
३८८१,1
३३७३,1
३९८४,1
३२८९,1
३१८३,1
चोली,3
रंगीन,2
पर्ब,1
सपार्नु,1
वाण,1
चिनिन्न,1
अनुहारबाट,1
कांग्रेसीहरूकाे,1
थिचो,1
मिचो,1
उचालियो,1
नभनिकन,1
खटियोआज,1
कुण्ठेहरुलाई,1
नमिल,1
वडा५,2
२४बुदे,1
पसेछभोट,1
गजडिया,1
धुले,1
म्यासेजकल,1
भोटदिनेदिनकोशुभकामना,1
तपाईँका,1
सिकाउँछन्,1
बिपनाबाट,1
गएजस्तै,1
हिडिरहदा,2
ईज्रायलको,1
हेब्रोन,1
बेथ्लेहेम,1
गाऊतिर,1
पुगेझै,1
झसंग,1
गाऊटोलको,1
भाषामै,1
सासानै,1
देवनागरिक,1
लेखेछर,1
लेखाऊछन,1
करी,1
नानलाई,1
प्रतिस्थापन,2
hahaha,1
सिद्दालेख,1
खतिवाडा,1
ठगिए,2
मान्ग्रेसी,2
खोजेकाले,2
कार्यालयहरू,1
स्वार्थपूर्तिका,1
कमाउनको,1
समाबेशिकरण,1
बिभेदले,1
प्रवाहिकरण,1
वकिलसँग,1
भ’क्का’नि’ए,1
निकाल्नुस्,1
–८,1
महामन्त्रि,1
मतदातासंग,1
‘प्यारो’,1
थिए–,2
‘बर्बराउने’,1
पनिका,1
छन्पक्षपातलाई,1
मूर्दाबाद,1
भनौप्रमुख,1
छैनयस्तो,1
अम्रो,1
बुझिदैछ,1
यिनकाराजनीति,1
सुखपाएको,1
भएहुने,1
थिएनकाँग्रेस,1
मदेशीदल,1
ट्रेलरहो,1
साढेदुई,1
दमनको,1
कंग्रेसीहरुले,1
दिहालान,1
हुदैनबुझ्नुस,1
अपरिहार्यतालाई,1
कमिशनतथा,1
पाउं,1
काफ्,1
बुढाथोकीएमाले–३०७८,1
कांग्रेस–२८६१,1
राप्रपा–३९६,1
एमाले–२८९१,1
माओवादी–१७३६,1
सबिना,1
राप्रपा–८२३,1
मनाङ्गमा,1
गरिदिन्छन्यो,1
नातीपनातीले,1
डङ्गोलबाबुराम,1
नेतागणहरुले,1
देखाएकाछन्,1
जोकोहिलाइ,1
ट्वीटिनीसंग,1
त्येतापनी,1
वोडाध्यक्ष,1
साटेचन,1
नगरपालिका६मा,1
रूद्र,1
जाल्पादेवी,1
कॉग्रेसले,1
हाङझावमा,1
एसियाली,1
हंगेरीको,1
बुढापेस्टमा,1
फिना,1
च्याम्पियनसिपका,1
कंश_मध्ये,4
छान्न_पाए,4
छाडेछन,2
देखाइदिएछ,1
रोक्न’,1
जगन,2
विरोघ,1
विरूद्दको,1
छिमेकका,1
इन्साइक्लोपिडिया,1
पार्नसक्छन,1
गर्जनले,2
शेखीमात्र,1
ठगबन्धन्,1
हेरम्ला,1
निकाल्या,1
्दर्भ,1
चलिरहेकोछ,1
झारिदिने,1
आश्वासनका,1
आएकाछन्,1
कलाकारहरुका,1
प्यारोडी,1
गितकोछ,1
नाचगानमा,1
कटाउलान,1
खट्टार,1
केन्द्रंबाट,1
PhotoGirish,1
रुढिवादी,1
प्रशँग,1
काउरेसिहरु,1
बेचिदिन,1
सर्वसाधारणद्वारा,1
बादरहरुको,1
पुच्छरमा,1
ल्गाएर,1
जलाउ,1
उठ्म,1
रानिका,1
बान,1
पालिकाहरुमो,1
बस्तीमाथि,1
हटाएपछि,1
विपत्,2
टर,1
आत्मैबाट,1
आईजीपीबारे,3
पिछाडि,1
हुनुहन्थ्यो,1
अरुहरुको,1
Mahendranagar,1
कम्युनिस्टलाइ,1
यिनिहरुआफै,1
सकिया,1
लिडरमा,1
तरङ्गीत,1
खिचातानी,1
चुर्लुम्,1
आउन‌,1
पन्ने,1
खोलिदिएकोमा,1
झोलभातमा,2
बैशाख३०,1
रूजु,1
स्याङ्झामा,1
घन्टाको,1
सर्बाधिक,2
सौम्यसुसंस्कृत,1
थालौ,1
अबएक,1
आफ्नोमाथिको,1
पुग्दैनयौन,1
एतिमीहरु,1
आसहो,1
गाउँपाकिका,1
ईटनीलाई,1
लक्जेम्बर्ग,1
कायर्क्रमको,1
UNESCO,1
दुताबासमा,1
कोसिदेखा,1
भनाई=,1
बनाइदिउ,1
खटाइयोकुन,1
‘मतपेटिका,2
गर्थो,1
चिनाउँनै,1
भाउँतो,1
देखियोत्यसो,1
रोगले,1
नछोओस्,1
भोटपूर्व,1
सफाचट,1
लासहरु,1
टांग,2
थिएत,1
६९५,2
बैगुनीलाई,1
५मा,1
बिहानमैले,1
हाल्नुभो,1
गरिनमेरी,1
रहेछआज,1
पट्कको,1
विल्कुल,2
Staff,1
Bylaws,1
पढेँ,2
जाँदिन,1
कमेडियनले,1
लगाउछौ,1
जिम्मावार,2
माहुरी,1
कटरले,1
बाइडेनलाई,1
छत्रकोटका,1
बिकासप्रेमि,1
अनन्तराम,1
VoteForCongress,1
विष्लेसक,1
अन्र्तराष्ट्रिय,1
रोजगारदाता,1
दाजूभाई,1
वहिनिहरुमा,1
राजनिनि,1
गर्दिमा,1
haru,1
1minute,1
paper,1
sine,1
रैछनबुजेको,1
बाँसी,1
सर्वनाम,1
शैक्षिकप्रमाण,2
सोचेअनुसार,1
हालेथें,1
रगतले,1
Prachanne,1
चिनाउ,1
गिरिजोले,1
गिरिजो,1
खरानीदस्ता,1
Onlinekhabar,1
गत्तिलो,1
चेतनास्तरमा,1
पुगीसके,1
टेलिकमबाट,1
पाइनेछ,1
गेडुधारि,1
लडि,1
भिरु,1
गद्वारले,1
बेस्टओलि,1
थपिनु,1
खोज्दोरह,1
चितबनमा,1
कुपुत्र,1
इमानदारीता,1
त्यागले,1
आशयबाट,1
गद्दारहरू,1
पत्तासफ,2
पटाउॅंन,1
हैन्नउन,1
हैभनेर,1
देखाउॅंन,1
निराेज,1
सोहनलाल,1
जैन,1
समारोह,2
पाल्छु,1
ब्याकग्राउन्ड,2
३३३३,1
एस१५८९,1
एमाले८०७,1
विभागलाई,1
६३५८,1
३३४५,1
२३२३,1
२५३५,1
२३४१,1
एउता,1
भनीने,1
पखाल्,1
“निष्ठावान,1
माधवजीको,1
वैसाखीको,1
भरमै,1
प्रचारबाजी,1
केटीको,1
स्त्रोतट्विटर,1
बाहिरकोआशा,1
तपाइँहरु,1
भागौला,1
भेड़े,1
अचांनक,1
आफ्नत,1
संबेदनसिलताको,1
छैननैतिक,1
खस्यौली,1
जिम्बाब्वेसँगको,1
सन्दीपले,1
राख्नाेस,1
शुद्वाशुद्वीमा,1
निन्जाटेक्निक,1
छपाईमा,1
अाएपछि,1
वहुदलिय,1
चहियाे,1
अाउनुस्,1
नेपालपुष्पकमल,1
माधवकुमारपुष्पकमल,1
शाक्यलाइ,1
कर्मीलाई,1
क्लवमा,1
बुढानिलकण्ठको,1
ड्ङ्गोल,1
सुधारिदिने,1
MeroKhabarSathi,1
छोड्देउ,1
भाई…,1
अाँप,1
धनगढिबासीलाई,1
स्थपितका,1
धुनिवेसी,1
कुविण्डेका,1
बाड्छु,1
भनाओ,1
बनाउनेसम्प्रेषित,1
सामदामदण्डभेदी,1
चिचवनमै,1
बस्नुले,1
जस्बाट,1
सर्मनाकआत्मसमर्पणदुर्मति,1
दुर्गतिफासिवादी,1
रक्षाजनताको,1
विदेशीलाई,4
दिनेछौं,1
नभनेसम्म,1
ओलिदेउवाप्रचण्डमाकुनेबाबुरामे,1
नडराएर,1
नलिएर,1
मुजिहरिको,1
मूल्यवृद्धिलाई,1
जनप्रतिनिधिहरूका,1
करवाट,1
पिल्सिएका,1
करमा,1
पर्खिएर,1
वडकै,1
कक्ष,2
थप्नै,1
३२०७,1
गाउँपालीका६,1
नम्बर६,1
अरजु,1
रहेछदेशले,1
अाश,1
समाजवाटको,1
लंगौटिया,1
भखर,1
Champion,1
ईवि,1
ईख,1
दिमागलाई,1
कुलक्षणम्,1
उम्मेदवारीltbrgt,1
चुँइक्क,1
जनपथ,1
चिफले,1
विधिज्येष्ठतावरियता,1
बिकर्षित,1
भनिरहनु,1
होलाराजनीतिक,1
श्रृङखला,2
नरोकिनुअराजकताको,1
स्थानीयचूनाबमा,1
एसपार्टको,1
पने,1
कमोनिष्टनै,1
तेसठाउँमा,1
काग्रेसकोजित,1
पन्थिहरुको,1
झगडाले,1
